,title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
1108,F1 2016 Review,PS4,"Wednesday, Sep 7, 2016 1:54pm",8,Great,https://www.gamespot.com/reviews/f1-2016-review/1900-6416509/,14,160,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3126119-7617006328-F1201.jpg
1109,Mother Russia Bleeds Review,PC,"Tuesday, Sep 6, 2016 11:53am",7,Good,https://www.gamespot.com/reviews/mother-russia-bleeds-review/1900-6416508/,41,68,https://www.gamespot.com/a/uploads/screen_petite/1557/15576751/3125062-3107497-mother%2Brussia%2Bbleeds%2B-%2Bscreen%2B7.jpg
1110,Grow Up Review,PS4,"Thursday, Sep 1, 2016 6:31pm",5,Mediocre,https://www.gamespot.com/reviews/grow-up-review/1900-6416507/,39,18,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3123680-3845968632-GrowU.jpg
1111,Valley Review,"PC, XONE, PS4","Tuesday, Aug 30, 2016 11:18am",7,Good,https://www.gamespot.com/reviews/valley-review/1900-6416506/,21,80,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3122602-9160233498-Valle.jpg
1112,Obduction Review,PC,"Tuesday, Aug 30, 2016 8:09am",7,Good,https://www.gamespot.com/reviews/obduction-review/1900-6416505/,212,100,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3122355-house.jpg
1113,Master of Orion Review,PC,"Saturday, Aug 27, 2016 12:42pm",7,Good,https://www.gamespot.com/reviews/master-of-orion-review/1900-6416504/,43,132,https://www.gamespot.com/a/uploads/screen_petite/1557/15576751/3121211-masteroforion_review_nologopromo.jpg
1114,Alone With You Review,"PS4, VITA","Friday, Aug 26, 2016 2:08pm",8,Great,https://www.gamespot.com/reviews/alone-with-you-review/1900-6416503/,16,48,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3121056-7937029693-Alone.jpg
1115,Jojo's Bizarre Adventure: Eyes of Heaven Review,PS4,"Friday, Aug 26, 2016 10:00am",6,Fair,https://www.gamespot.com/reviews/jojos-bizarre-adventure-eyes-of-heaven-review/1900-6416502/,8,47,https://www.gamespot.com/a/uploads/screen_petite/1552/15524586/3120626-jojos-bizarre-adventure-eyes-of-heaven-09.jpg
1116,Attack on Titan Review,PS4,"Friday, Aug 26, 2016 2:45am",6,Fair,https://www.gamespot.com/reviews/attack-on-titan-review/1900-6416501/,97,146,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3120861-attackontitan-review-thumb-nologo-20160824.jpg
1117,Madden NFL 17 Review,"PS4, XONE","Tuesday, Aug 23, 2016 6:48pm",8,Great,https://www.gamespot.com/reviews/madden-nfl-17-review/1900-6416500/,86,120,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3118674-0181290562-madde.jpg
1118,Metroid Prime: Federation Force Review,3DS,"Tuesday, Aug 23, 2016 4:48pm",5,Mediocre,https://www.gamespot.com/reviews/metroid-prime-federation-force-review/1900-6416499/,130,39,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3118676-5387908875-Metro.jpg
1119,Inside Review,"XONE, PS4","Tuesday, Aug 23, 2016 12:26pm",8,Great,https://www.gamespot.com/reviews/inside-review/1900-6416458/,194,199,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3087265-5190272285-Insid.jpg
1120,The King of Fighters XIV Review,PS4,"Monday, Aug 22, 2016 7:03am",8,Great,https://www.gamespot.com/reviews/the-king-of-fighters-xiv-review/1900-6416498/,113,172,https://www.gamespot.com/a/uploads/screen_petite/1552/15524586/3114844-3114842-review_kof_xiv.jpg
1121,Deus Ex: Mankind Divided Review,PC,"Friday, Aug 19, 2016 12:37am",8,Great,https://www.gamespot.com/reviews/deus-ex-mankind-divided-review/1900-6416497/,522,481,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3112758-gameplay_deusexmd_20160818_header.jpg
1122,Deus Ex Go Review,IOS,"Thursday, Aug 18, 2016 9:36am",8,Great,https://www.gamespot.com/reviews/deus-ex-go-review/1900-6416496/,17,45,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3112081-0055524898-DeusE.jpg
1123,Bound Review,PS4,"Thursday, Aug 18, 2016 8:46am",7,Good,https://www.gamespot.com/reviews/bound-review/1900-6416495/,24,37,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3112037-8744816773-Bound.jpg
1124,Kentucky Route Zero Act IV Review,PC,"Thursday, Aug 4, 2016 4:28pm",9,Superb,https://www.gamespot.com/reviews/kentucky-route-zero-act-iv-review/1900-6416491/,31,43,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3104927-7796242316-Kentu.jpg
1125,This is the Police Review,PC,"Tuesday, Aug 2, 2016 4:38pm",7,Good,https://www.gamespot.com/reviews/this-is-the-police-review/1900-6416490/,47,151,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3103994-1577252825-ThisI.jpg
1126,Abzu Review,"PS4, PC","Tuesday, Aug 2, 2016 3:21am",9,Superb,https://www.gamespot.com/reviews/abzu-review/1900-6416489/,259,309,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3103381-abzu_review_thumb.jpg
1127,Batman - The Telltale Series: Realm of Shadows - Episode 1 Review,PC,"Tuesday, Aug 2, 2016 1:35am",8,Great,https://www.gamespot.com/reviews/batman-the-telltale-series-realm-of-shadows-episod/1900-6416488/,85,183,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3103343-batmantelltale_upt2016_20160801_nologo.jpg
1128,God Eater Resurrection Review,PS4,"Thursday, Jul 28, 2016 5:03pm",6,Fair,https://www.gamespot.com/reviews/god-eater-resurrection-review/1900-6416487/,70,68,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3101829-0585431643-GodEa.jpg
1129,Necropolis Review,PC,"Tuesday, Jul 26, 2016 5:30pm",6,Fair,https://www.gamespot.com/reviews/necropolis-review/1900-6416486/,10,19,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3100730-6325443285-Necro.jpg
1130,Kerbal Space Program Review,"PC, PS4, XONE","Tuesday, Jul 26, 2016 12:44pm",9,Superb,https://www.gamespot.com/reviews/kerbal-space-program-review/1900-6416128/,252,239,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2368427-science%20lab%20module_kerbal.png
1131,Quadrilateral Cowboy Review,PC,"Monday, Jul 25, 2016 5:08pm",9,Superb,https://www.gamespot.com/reviews/quadrilateral-cowboy-review/1900-6416485/,59,80,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3100020-20160721155557_1.jpg
1132,Headlander Review,PS4,"Monday, Jul 25, 2016 7:02am",8,Great,https://www.gamespot.com/reviews/headlander-review/1900-6416484/,42,45,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3099962-headlander_review_thumb.jpg
1133,The Assembly Review,PC,"Tuesday, Jul 19, 2016 1:30pm",5,Mediocre,https://www.gamespot.com/reviews/the-assembly-review/1900-6416483/,15,39,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3096887-assemble.jpg
1134,I Am Setsuna Review,PS4,"Monday, Jul 18, 2016 7:00pm",7,Good,https://www.gamespot.com/reviews/i-am-setsuna-review/1900-6416482/,116,91,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3096404-i%20am%20setsuna__20160713173046.jpg
1135,Brigador Review,PC,"Friday, Jul 15, 2016 3:32pm",7,Good,https://www.gamespot.com/reviews/brigador-review/1900-6416481/,53,29,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3095551-screen%20shot%202016-07-15%20at%203.14.15%20pm.png
1136,Ghostbusters Review,PS4,"Thursday, Jul 14, 2016 4:07pm",3,Bad,https://www.gamespot.com/reviews/ghostbusters-review/1900-6416480/,160,85,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3094902-2799333099-Ghost.jpg
1137,The Technomancer Review,PS4,"Thursday, Jul 14, 2016 12:51pm",6,Fair,https://www.gamespot.com/reviews/the-technomancer-review/1900-6416479/,31,82,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3094649-7003892964-TheTe.jpg
1138,Videoball Review,"PC, PS4","Wednesday, Jul 13, 2016 3:00pm",8,Great,https://www.gamespot.com/reviews/videoball-review/1900-6416478/,15,23,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3094215-0353265922-24413.jpg
1139,Breached Review,PC,"Wednesday, Jul 13, 2016 11:06am",3,Bad,https://www.gamespot.com/reviews/breached-review/1900-6416473/,10,9,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3093231-breached01.jpg
1140,Pokemon Go Review,"IOS, AND","Tuesday, Jul 12, 2016 8:28pm",7,Good,https://www.gamespot.com/reviews/pokemon-go-review/1900-6416477/,191,459,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3093739-7389675858-Pokem.jpg
1141,Monster Hunter Generations Review,3DS,"Tuesday, Jul 12, 2016 5:58am",8,Great,https://www.gamespot.com/reviews/monster-hunter-generations-review/1900-6416474/,117,111,https://www.gamespot.com/a/uploads/screen_petite/1534/15343359/3093378-4295699454-monst.jpg
1142,Song of the Deep Review,PS4,"Monday, Jul 11, 2016 11:54am",6,Fair,https://www.gamespot.com/reviews/song-of-the-deep-review/1900-6416471/,32,48,https://www.gamespot.com/a/uploads/screen_petite/1560/15603561/3091941-sotd_seagarden_02.jpg
1143,Furi Review,PS4,"Saturday, Jul 9, 2016 8:01am",8,Great,https://www.gamespot.com/reviews/furi-review/1900-6416472/,110,114,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3092471-furi_20160702083811.jpg
1144,7 Days to Die Review,XONE,"Thursday, Jul 7, 2016 7:28pm",2,Terrible,https://www.gamespot.com/reviews/7-days-to-die-review/1900-6416470/,146,300,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3091903-3045456-7d2d_screen_burningzombies.jpg
1145,Asemblance Review,PS4,"Thursday, Jul 7, 2016 10:32am",5,Mediocre,https://www.gamespot.com/reviews/asemblance-review/1900-6416469/,5,17,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3091544-3203853216-ss_9d.jpg
1146,7th Dragon III Code: VFD Review,3DS,"Thursday, Jul 7, 2016 9:02am",8,Great,https://www.gamespot.com/reviews/7th-dragon-iii-code-vfd-review/1900-6416468/,30,68,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3091462-untitled%202.jpg
1147,I Get This Call Every Day Review,PC,"Wednesday, Jul 6, 2016 12:42pm",7,Good,https://www.gamespot.com/reviews/i-get-this-call-every-day-review/1900-6416467/,33,27,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3091004-6778371835-scree.png
1148,Space Run Galaxy Review,PC,"Wednesday, Jul 6, 2016 11:59am",8,Great,https://www.gamespot.com/reviews/space-run-galaxy-review/1900-6416466/,23,44,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3090607-spacerungalaxylogo.jpg
1149,Zero Escape: Zero Time Dilemma Review,3DS,"Wednesday, Jul 6, 2016 9:36am",6,Fair,https://www.gamespot.com/reviews/zero-escape-zero-time-dilemma-review/1900-6416462/,224,29,https://www.gamespot.com/a/uploads/screen_petite/1557/15576751/3088856-new-noscale.jpg
1150,Dead by Daylight Review,PC,"Sunday, Jul 3, 2016 9:14pm",6,Fair,https://www.gamespot.com/reviews/dead-by-daylight-review/1900-6416464/,35,249,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3088935-ss_8c5b75a9ee6c69f18eec714759e3e7b84aa906ed.1920x1080.jpg
1151,Duskers Review,PC,"Sunday, Jul 3, 2016 5:50pm",8,Great,https://www.gamespot.com/reviews/duskers-review/1900-6416465/,23,33,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3089904-0004_power_inlet.jpg
1152,The Division: Underground Expansion Review,XONE,"Thursday, Jun 30, 2016 8:32pm",7,Good,https://www.gamespot.com/reviews/the-division-underground-expansion-review/1900-6416463/,122,150,https://www.gamespot.com/a/uploads/screen_petite/1560/15603561/3088922-divisionunderground-review-thumb-nologo-20160630.jpg
1153,The Solus Project Review,PC,"Wednesday, Jun 29, 2016 12:39pm",5,Mediocre,https://www.gamespot.com/reviews/the-solus-project-review/1900-6416461/,40,59,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3088186-solus_03.jpg
1154,Umbrella Corps Review,PS4,"Tuesday, Jun 28, 2016 2:30pm",3,Bad,https://www.gamespot.com/reviews/umbrella-corps-review/1900-6416460/,131,63,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3087554-0281963877-umbre.jpg
1155,Lego Star Wars: The Force Awakens Review,PS4,"Tuesday, Jun 28, 2016 11:52am",7,Good,https://www.gamespot.com/reviews/lego-star-wars-the-force-awakens-review/1900-6416459/,38,181,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/3026333-lswtfa_marchpreview_2_1458664963.jpeg
1156,Star Ocean: Integrity and Faithlessness Review,PS4,"Tuesday, Jun 28, 2016 11:39am",5,Mediocre,https://www.gamespot.com/reviews/star-ocean-integrity-and-faithlessness-review/1900-6416457/,318,200,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/3085206-star-ocean-5-integrity-57485358539c1.jpg
1157,Tokyo Mirage Sessions #FE Review,WIIU,"Wednesday, Jun 22, 2016 8:29am",8,Great,https://www.gamespot.com/reviews/tokyo-mirage-sessions-fe-review/1900-6416454/,192,140,https://www.gamespot.com/a/uploads/screen_petite/1547/15470456/3084617-maxresdefault.jpg
1158,Mighty No. 9 Review,"PS4, XONE","Tuesday, Jun 21, 2016 4:49pm",5,Mediocre,https://www.gamespot.com/reviews/mighty-no-9-review/1900-6416453/,381,171,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3083949-art_03.jpg
1159,Trials of the Blood Dragon Review,PS4,"Tuesday, Jun 21, 2016 2:40pm",7,Good,https://www.gamespot.com/reviews/trials-of-the-blood-dragon-review/1900-6416456/,36,49,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3084809-7538552918-image
1160,The Way Review,PC,"Tuesday, Jun 21, 2016 1:46pm",6,Fair,https://www.gamespot.com/reviews/the-way-review/1900-6416455/,16,25,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3084726-theway01.jpg
1161,Dropsy Review,MAC,"Monday, Jun 20, 2016 11:07am",7,Good,https://www.gamespot.com/reviews/dropsy-review/1900-6416256/,9,16,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2913014-dropsy%20-%20screen%201.jpg
1162,Hearts of Iron 4 Review,PC,"Wednesday, Jun 8, 2016 10:59am",8,Great,https://www.gamespot.com/reviews/hearts-of-iron-4-review/1900-6416452/,68,404,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3075043-6052805488-heart.jpg
1163,Dangerous Golf Review,PS4,"Tuesday, Jun 7, 2016 8:40am",4,Poor,https://www.gamespot.com/reviews/dangerous-golf-review/1900-6416451/,31,24,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3074583-2911039734-PROMO.jpg
1164,Tropico 5 Penultimate Edition Review,XONE,"Monday, Jun 6, 2016 4:15pm",7,Good,https://www.gamespot.com/reviews/tropico-5-penultimate-edition-review/1900-6416450/,16,60,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3074348-image.jpeg
1165,Sherlock Holmes: The Devil's Daughter Review,PC,"Monday, Jun 6, 2016 4:02pm",6,Fair,https://www.gamespot.com/reviews/sherlock-holmes-the-devils-daughter-review/1900-6416449/,41,170,https://www.gamespot.com/a/uploads/screen_petite/1544/15443861/3074373-sherlockdevilsdaughter_upt2015_20160606_v2.jpg
1166,Excubitor Review,PC,"Monday, Jun 6, 2016 1:51pm",8,Great,https://www.gamespot.com/reviews/excubitor-review/1900-6416448/,3,74,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3074235-5081705842-ss_2e.jpg
1167,Mirror's Edge Catalyst Review,XONE,"Monday, Jun 6, 2016 9:48am",7,Good,https://www.gamespot.com/reviews/mirrors-edge-catalyst-review/1900-6416446/,283,228,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3072565-mec_launch_screen_04_collapsehang_wm.jpg
1168,Mirror's Edge Review,X360,"Monday, Jun 6, 2016 8:51am",7,Good,https://www.gamespot.com/reviews/mirrors-edge-review/1900-6200863/,8,10,https://www.gamespot.com/a/uploads/screen_petite/mig/9/5/6/8/2089568-169_mirrorsedge_vr_m1_111008_v1.jpg
1169,Edge of Nowhere Review,PC,"Sunday, Jun 5, 2016 9:25pm",8,Great,https://www.gamespot.com/reviews/edge-of-nowhere-review/1900-6416447/,157,143,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3073716-2520515437-Edgeo.jpg
1170,Odin Sphere Leifthrasir Review,PS4,"Thursday, Jun 2, 2016 4:16pm",8,Great,https://www.gamespot.com/reviews/odin-sphere-leifthrasir-review/1900-6416445/,78,147,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3072390-2727037461-THUMB.jpg
1171,Duelyst Review,PC,"Wednesday, Jun 1, 2016 1:04pm",8,Great,https://www.gamespot.com/reviews/duelyst-review/1900-6416444/,12,98,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3071673-duelyst_boxcover.jpg
1172,Teenage Mutant Ninja Turtles: Mutants in Manhattan Review,PS4,"Friday, May 27, 2016 5:27pm",4,Poor,https://www.gamespot.com/reviews/teenage-mutant-ninja-turtles-mutants-in-manhattan-/1900-6416442/,135,87,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3069803-3561283491-TMNTM.jpg
1173,The Witcher 3: Wild Hunt - Blood and Wine Review,PC,"Friday, May 27, 2016 5:08pm",8,Great,https://www.gamespot.com/reviews/the-witcher-3-wild-hunt-blood-and-wine-review/1900-6416443/,330,614,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3069845-4370551194-TheWi.jpg
1174,Kirby: Planet Robobot Review,3DS,"Wednesday, May 25, 2016 10:27am",8,Great,https://www.gamespot.com/reviews/kirby-planet-robobot-review/1900-6416441/,34,112,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3068091-4462945371-Kirby.jpg
1175,Overwatch Review,PC,"Tuesday, May 24, 2016 6:46pm",9,Superb,https://www.gamespot.com/reviews/overwatch-review/1900-6416439/,1292,979,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2721676-reaper_overwatch_002.jpg
1176,Fallout 4 Far Harbor Review,"PS4, XONE, PC","Tuesday, May 24, 2016 6:11pm",6,Fair,https://www.gamespot.com/reviews/fallout-4-far-harbor-review/1900-6416440/,159,190,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3067732-1535412080-Fallo.jpg
1177,Hitman Go VR Review,PC,"Monday, May 23, 2016 2:51pm",6,Fair,https://www.gamespot.com/reviews/hitman-go-vr-review/1900-6416438/,8,28,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3067058-9532409400-94-iObMI1yZM43kGstldD_tIn2TGMrggPF4QiS7tCQIfSkn7QX6OMFjtfE1a34zWu4Bflg%3Dw2536-h1145
1178,Shadow of the Beast Review,PS4,"Monday, May 23, 2016 1:53pm",5,Mediocre,https://www.gamespot.com/reviews/shadow-of-the-beast-review/1900-6416437/,82,54,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3066836-0973603600-PROMO.jpg
1179,Party Hard Review,PS4,"Monday, May 23, 2016 8:28am",7,Good,https://www.gamespot.com/reviews/party-hard-review/1900-6416436/,12,45,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3066810-8826109939-maxre.jpg
1180,Total War: Warhammer Review,PC,"Thursday, May 19, 2016 6:21pm",9,Superb,https://www.gamespot.com/reviews/total-war-warhammer-review/1900-6416434/,487,951,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3064641-2701021712-Total.jpg
1181,Homefront: The Revolution Review,"PC, PS4, XONE","Wednesday, May 18, 2016 3:51pm",5,Mediocre,https://www.gamespot.com/reviews/homefront-the-revolution-review/1900-6416433/,290,276,https://www.gamespot.com/a/uploads/screen_petite/1560/15603561/3064543-hftr_intro_car%20copy.jpg
1182,Doom Review,"PC, XONE, PS4","Tuesday, May 17, 2016 7:17pm",8,Great,https://www.gamespot.com/reviews/doom-review/1900-6416432/,568,920,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3064035-8649492554-DOOM_.jpg
1183,Stellaris Review,PC,"Monday, May 16, 2016 12:39pm",7,Good,https://www.gamespot.com/reviews/stellaris-review/1900-6416431/,90,269,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3063381-2518287771-Stell.jpg
1184,Soft Body Review,PC,"Monday, May 16, 2016 11:49am",8,Great,https://www.gamespot.com/reviews/soft-body-review/1900-6416429/,14,42,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3062547-2658456686-SoftB.jpg
1185,Tastee: Lethal Tactics Review,PC,"Friday, May 13, 2016 4:39pm",7,Good,https://www.gamespot.com/reviews/tastee-lethal-tactics-review/1900-6416430/,13,37,https://www.gamespot.com/a/uploads/screen_petite/1557/15576751/3062554-maxresdefault.jpg
1186,The Magic Circle: Gold Edition Review,PS4,"Wednesday, May 11, 2016 3:38pm",7,Good,https://www.gamespot.com/reviews/the-magic-circle-gold-edition-review/1900-6416428/,2,18,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3061359-magcirc.jpg
1187,Alienation Review,PS4,"Tuesday, May 10, 2016 12:13pm",8,Great,https://www.gamespot.com/reviews/alienation-review/1900-6416427/,25,54,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3060754-alienheader.jpg
1188,Destiny: The Taken King Review,PS4,"Tuesday, May 10, 2016 8:43am",8,Great,https://www.gamespot.com/reviews/destiny-the-taken-king-review/1900-6416250/,529,115,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/2940507-destiny-taken-king-review_nologo-20150918.jpg
1189,Galak-Z: The Void Review,PC,"Tuesday, May 10, 2016 8:40am",6,Fair,https://www.gamespot.com/reviews/galak-z-the-void-review/1900-6416426/,20,8,https://www.gamespot.com/a/uploads/screen_petite/1557/15576751/3060630-galak-z_screen02.jpg
1190,Battleborn Review,"XONE, PC, PS4","Friday, May 6, 2016 7:03pm",7,Good,https://www.gamespot.com/reviews/battleborn-review/1900-6416425/,235,127,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/2890685-2k_battleborn_coopteamwork_2.jpg
1191,Uncharted 4: A Thief's End Review,PS4,"Thursday, May 5, 2016 1:24pm",10,Essential,https://www.gamespot.com/reviews/uncharted-4-a-thiefs-end-review/1900-6416423/,2302,3113,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3058046-3418235447-THUMB.jpg
1192,"Invisible, Inc. Console Edition Review",PS4,"Tuesday, May 3, 2016 10:08am",8,Great,https://www.gamespot.com/reviews/invisible-inc-console-edition-review/1900-6416421/,31,52,https://www.gamespot.com/a/uploads/screen_petite/536/5360430/3057307-invisibleinc_promo.jpg
1193,P.O.L.L.E.N Review,PC,"Monday, May 2, 2016 1:39pm",5,Mediocre,https://www.gamespot.com/reviews/pollen-review/1900-6416419/,4,25,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3056584-ss_2eaef3afc498f25fee999f0ca4d9b576e8940a3a.jpg
1194,Offworld Trading Company Review,PC,"Monday, May 2, 2016 12:25pm",9,Superb,https://www.gamespot.com/reviews/offworld-trading-company-review/1900-6416420/,38,165,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3056829-9574254663-Overw.jpg
1195,The Walking Dead: Michonne - Episode 3: What We Deserve Review,XONE,"Thursday, Apr 28, 2016 7:10am",8,Great,https://www.gamespot.com/reviews/the-walking-dead-michonne-episode-3-what-we-deserv/1900-6416416/,9,28,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3054908-wdmichonne3-2.jpg
1196,Severed Review,VITA,"Tuesday, Apr 26, 2016 11:16am",8,Great,https://www.gamespot.com/reviews/severed-review/1900-6416415/,72,56,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3054088-2160266651-Sever.jpg
1197,Star Fox Zero Review,WIIU,"Monday, Apr 25, 2016 12:02pm",7,Good,https://www.gamespot.com/reviews/star-fox-zero-review/1900-6416412/,320,178,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3050976-starfoxzeroreview_upt2015_20150420_logo.jpg
1198,Ashes of the Singularity Review,PC,"Monday, Apr 25, 2016 11:38am",4,Poor,https://www.gamespot.com/reviews/ashes-of-the-singularity-review/1900-6416414/,250,136,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3053650-0078834244-Surro.jpg
1199,The Aquatic Adventure of the Last Human Review,PC,"Wednesday, Apr 20, 2016 12:03pm",8,Great,https://www.gamespot.com/reviews/the-aquatic-adventure-of-the-last-human-review/1900-6416413/,35,21,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3051128-7472282487-TheAA.jpg
1200,The Banner Saga 2 Review,PC,"Tuesday, Apr 19, 2016 11:40pm",8,Great,https://www.gamespot.com/reviews/the-banner-saga-2-review/1900-6416411/,44,134,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3050275-image7.jpg
1201,Dead Star Review,PS4,"Monday, Apr 18, 2016 1:24pm",7,Good,https://www.gamespot.com/reviews/dead-star-review/1900-6416410/,22,37,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3050054-8192630152-dead-.jpg
1202,Stranger of Sword City Review,VITA,"Thursday, Apr 14, 2016 11:54am",5,Mediocre,https://www.gamespot.com/reviews/stranger-of-sword-city-review/1900-6416409/,27,39,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3048509-4354102831-REVIE.jpg
1203,Baldur's Gate: Siege of Dragonspear Review,PC,"Thursday, Apr 14, 2016 10:29am",8,Great,https://www.gamespot.com/reviews/baldurs-gate-siege-of-dragonspear/1900-6416408/,154,176,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3048082-0001.jpg
1204,Salt and Sanctuary Review,PS4,"Wednesday, Apr 13, 2016 12:05pm",8,Great,https://www.gamespot.com/reviews/salt-and-sanctuary-review/1900-6416407/,62,76,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3047959-1300639056-30268.jpg
1205,Bravely Second: End Layer Review,3DS,"Wednesday, Apr 13, 2016 6:44am",7,Good,https://www.gamespot.com/reviews/bravely-second-end-layer-review/1900-6416406/,91,68,https://www.gamespot.com/a/uploads/screen_petite/1365/13658182/3047762-bravely-second-review_promo.jpg
1206,MLB The Show 16 Review,PS4,"Tuesday, Apr 12, 2016 4:59pm",8,Great,https://www.gamespot.com/reviews/mlb-the-show-16-review/1900-6416405/,49,131,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3047640-5583358967-mlbth.jpg
1207,Ratchet & Clank Review,PS4,"Monday, Apr 11, 2016 6:19pm",8,Great,https://www.gamespot.com/reviews/ratchet-and-clank-review/1900-6416403/,271,341,https://www.gamespot.com/a/uploads/screen_petite/1197/11970954/2897604-4_metro_train.jpg
1208,Enter the Gungeon Review,PS4,"Monday, Apr 11, 2016 11:06am",7,Good,https://www.gamespot.com/reviews/enter-the-gungeon-review/1900-6416404/,26,29,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3046946-gungeonhead.jpg
1209,The Walking Dead: Michonne - Episode 2: Give No Shelter Review,XONE,"Monday, Apr 11, 2016 8:17am",9,Superb,https://www.gamespot.com/reviews/the-walking-dead-michonne-episode-2-give-no-shelte/1900-6416402/,38,67,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3046141-wdmichonne2-3.jpg
1210,Grim Dawn Review,PC,"Thursday, Apr 7, 2016 4:32pm",8,Great,https://www.gamespot.com/reviews/grim-dawn-review/1900-6416401/,75,214,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3045518-desktop_arcanist_1920x1080.jpg
