title,platform,review_date,critic_score,critic_score_text,url,comments,upvotes,img
"Puzzle Quest 3 Review - More Puzzle, Less Quest",IOS,"Wednesday, Mar 9, 2022 9:06am",6,Fair,/reviews/puzzle-quest-3-review-more-puzzle-less-quest/1900-6417842/,2,3,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3950592-pg3-3.jpeg
Gran Turismo 7 Review - Round We Go Again,PS5,"Monday, Mar 7, 2022 10:17am",8,Great,/reviews/gran-turismo-7-review-round-we-go-again/1900-6417837/,160,29,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3947556-untitled-1.jpg
Total War: Warhammer 3 Review - Bed Of Chaos,PC,"Wednesday, Mar 2, 2022 12:25pm",6,Fair,/reviews/total-war-warhammer-3-review-bed-of-chaos/1900-6417839/,29,20,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3947892-1.jpg
Lost Ark Review - Why'd It Have To Be Snakes,PC,"Thursday, Feb 24, 2022 1:45pm",7,Good,/reviews/lost-ark-review-whyd-it-have-to-be-snakes/1900-6417834/,13,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3945835-untitled-1.jpg
"Land of Screens Review - Short, Sweet, But Not-So-Subtle",PC,"Tuesday, Feb 22, 2022 5:13pm",6,Fair,/reviews/land-of-screens-review-short-sweet-but-not-so-subtle/1900-6417833/,1,5,https://www.gamespot.com/a/uploads/screen_petite/1639/16394322/3944970-20220216161941_1.jpg
Final Fantasy 7: The First Soldier Review - Straining At The Seams,AND,"Wednesday, Feb 16, 2022 12:55pm",7,Good,/reviews/final-fantasy-7-the-first-soldier-review-straining-at-the-seams/1900-6417831/,34,18,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3941953-finalfantasy7firstsoldierthumb.jpg
The King Of Fighters XV Review - Wanna Play Some KoF?,PS5,"Wednesday, Feb 16, 2022 7:33am",7,Good,/reviews/the-king-of-fighters-xv-review-wanna-play-some-kof/1900-6417830/,15,12,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3941722-kofxv.jpg
Grapple Dog Review - Bionic Commandog,NS,"Tuesday, Feb 15, 2022 2:17pm",7,Good,/reviews/grapple-dog-review-bionic-commandog/1900-6417829/,8,6,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3941293-ss_955817273e7cc1dbf6d73ace3be2ac7f6d18d2b8.600x338.jpg
Horizon Forbidden West Review - Squad Goals,PS5,"Sunday, Feb 13, 2022 12:07am",8,Great,/reviews/horizon-forbidden-west-review/1900-6417826/,328,77,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3939629-untitled-1%281%29.jpg
Dying Light 2 Review: Look Before You Leap,XBSX,"Tuesday, Feb 8, 2022 3:09pm",6,Fair,/reviews/dying-light-2-review-look-before-you-leap/1900-6417819/,240,74,https://www.gamespot.com/a/uploads/screen_petite/123/1239113/3935400-dyinglight2review.jpg
Sifu Review - I Know Kung Fu,PS5,"Sunday, Feb 6, 2022 10:02am",9,Superb,/reviews/sifu-review-i-know-kung-fu/1900-6417823/,104,39,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3936677-sifu.jpg
OlliOlli World Review — Half-Pipe Heaven,PS5,"Wednesday, Feb 2, 2022 2:36pm",9,Superb,/reviews/olliolli-world-review-half-pipe-heaven/1900-6417822/,3,11,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3935772-olliolliworldreviewthumb.jpg
Pokemon Legends: Arceus Review – What? Pokemon Is Evolving!,NS,"Wednesday, Jan 26, 2022 6:00am",8,Great,/reviews/pokemon-legends-arceus-review-what-pokemon-is-evolving/1900-6417818/,77,58,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3932499-untitled-1.jpg
"Uncharted: Legacy Of Thieves Review - Charted, Again",PS5,"Tuesday, Jan 25, 2022 9:34am",8,Great,/reviews/uncharted-legacy-of-thieves-review-charted-again/1900-6417817/,134,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3932212-uncharted.jpg
Pupperazzi Review - More Rough Than Ruff,XONE,"Friday, Jan 21, 2022 12:51pm",5,Mediocre,/reviews/pupperazzi-review-more-rough-than-ruff/1900-6417816/,5,9,https://www.gamespot.com/a/uploads/screen_petite/1639/16394322/3930780-b618b57f-ae6f-421a-ab0b-936e63aff381.png
Windjammers 2 Review - Spin To Win,"PS5, PS4","Wednesday, Jan 19, 2022 3:44pm",7,Good,/reviews/windjammers-2-review-spin-to-win/1900-6417815/,2,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3929557-untitled-1.jpg
Rainbow Six Extraction Review - Breach And Clear,XBSX,"Tuesday, Jan 18, 2022 5:12pm",7,Good,/reviews/rainbow-six-extraction-review-breach-and-clear/1900-6417814/,16,15,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3928692-ela.jpg
Nobody Saves The World Review - Creature Comforts,XBSX,"Tuesday, Jan 18, 2022 11:48am",9,Superb,/reviews/nobody-saves-the-world-review-creature-comforts/1900-6417812/,14,15,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3927447-nstw_superheroart_16-9.png
Rocket League Sideswipe Review — Pocket Rocket,PC,"Thursday, Jan 13, 2022 4:32pm",9,Superb,/reviews/rocket-league-sideswipe-review-pocket-rocket/1900-6417809/,10,21,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3924394-sideswipethumbfinal.jpg
"God Of War Review: Out With The Old, In With The New","PS4, PC","Wednesday, Jan 12, 2022 8:00am",9,Superb,/reviews/god-of-war-review-out-with-the-old-in-with-the-new/1900-6416893/,1008,478,https://www.gamespot.com/a/uploads/screen_petite/1406/14063904/3374555-9711952997-e50100f5c01d73c9dbe767e47e1c5a69
Monster Hunter Rise Review - Standing Tall,"NS, PC","Tuesday, Jan 11, 2022 9:37am",9,Superb,/reviews/monster-hunter-rise-review-standing-tall/1900-6417652/,160,39,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3810964-mhrise_magnamalo-02.jpg
The Gunk Review - All Gunked Up,XONE,"Wednesday, Dec 22, 2021 1:16pm",6,Fair,/reviews/the-gunk-review-all-gunked-up/1900-6417807/,44,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3920726-untitled-1.jpg
"Final Fantasy XIV Endwalker Review - That, I Can't Deny",PC,"Tuesday, Dec 21, 2021 11:57am",8,Great,/reviews/final-fantasy-xiv-endwalker-review-that-i-cant-deny/1900-6417806/,37,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3920420-9565750492-8_lRg.jpg
Ruined King: A League Of Legends Story Review -- We Are The Champions,PS4,"Tuesday, Dec 14, 2021 2:36pm",8,Great,/reviews/ruined-king-a-league-of-legends-story-review-we-are-the-champions/1900-6417802/,6,10,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3918196-keyart_standard_4k.jpg
Shovel Knight: Pocket Dungeon Review -- Dig Deep,NS,"Tuesday, Dec 14, 2021 8:24am",8,Great,/reviews/shovel-knight-pocket-dungeon-review-dig-deep/1900-6417800/,2,7,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3917843-trippleattack.png
Halo Infinite Campaign Review - What If Master Chief Was Daddy,XBSX,"Sunday, Dec 5, 2021 11:45am",9,Superb,/reviews/halo-infinite-campaign-review-what-if-master-chief-was-daddy/1900-6417798/,238,81,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3913984-11-30-2021_12-55-51_pm-25n3i2lq.png
Big Brain Academy: Brain Vs. Brain Review,NS,"Wednesday, Dec 1, 2021 11:20am",7,Good,/reviews/big-brain-academy-brain-vs-brain-review/1900-6417796/,2,3,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3912498-gameplay_bigbrainacademy_20211201_v1.jpg
Solar Ash Review - Ash Wins-day,"PC, PS5","Wednesday, Dec 1, 2021 9:29am",8,Great,/reviews/solar-ash-review-ash-wins-day/1900-6417797/,10,14,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3912656-untitled-1.jpg
Halo Infinite Multiplayer Review In Progress - I Need A Weapon,XBSX,"Wednesday, Nov 24, 2021 12:35pm",8,In Progress,/reviews/halo-infinite-multiplayer-review-in-progress-i-need-a-weapon/1900-6417793/,136,27,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3909381-halotitle.jpg
Pokemon Brilliant Diamond / Shining Pearl Review,NS,"Wednesday, Nov 24, 2021 8:44am",7,Good,/reviews/pokemon-brilliant-diamond-shining-pearl-review/1900-6417790/,42,28,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3907942-pokemonbdsp_-_amity_square_artwork.jpg
Battlefield 2042 Review — Character Development,PC,"Tuesday, Nov 23, 2021 4:47pm",7,Good,/reviews/battlefield-2042-review-character-development/1900-6417785/,91,41,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3905975-battlefield2042reviewthumb.jpg
Sherlock Holmes: Chapter One Review - Murder In The Mediterranean,"PS5, XBSX","Friday, Nov 19, 2021 2:29pm",7,Good,/reviews/sherlock-holmes-chapter-one-review-murder-in-the-mediterranean/1900-6417792/,4,16,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3909313-12.jpg
Grand Theft Auto The Trilogy: Definitive Edition Review – Wasted,PC,"Thursday, Nov 18, 2021 3:53pm",4,Poor,/reviews/grand-theft-auto-the-trilogy-definitive-edition-review-wasted/1900-6417791/,108,118,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3908932-6806388184-80d6d.jpg
Inscryption Review - House of Cards,PC,"Monday, Nov 15, 2021 2:28pm",8,Great,/reviews/inscryption-review-house-of-cards/1900-6417788/,2,9,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3907461-inscryptionprospector.jpg
New World Review: (Faction) War Never Changes,PC,"Friday, Nov 12, 2021 6:43am",6,Fair,/reviews/new-world-review-faction-war-never-changes/1900-6417769/,24,17,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3898179-newworldtuningorbguide.jpg
Bright Memory: Infinite Review - Finite Would Be More Appropriate,PC,"Wednesday, Nov 10, 2021 6:58pm",6,Fair,/reviews/bright-memory-infinite-review-finite-would-be-more-appropriate/1900-6417784/,10,6,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3905942-20211104010629_1.jpg
Call Of Duty: Vanguard Review — Personnel Problems,PS5,"Wednesday, Nov 10, 2021 3:13pm",7,Good,/reviews/call-of-duty-vanguard-review-personnel-problems/1900-6417780/,82,35,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3903761-codvanguard.jpg
Age Of Empires IV Review - Resistance Is Feudal,PC,"Monday, Nov 8, 2021 12:00pm",7,Good,/reviews/age-of-empires-iv-review-resistance-is-feudal/1900-6417782/,49,41,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3905042-ageofempires4%281%29.jpg
Shin Megami Tensei V Review - The End of The World As We Know It (And I Feel Fine),NS,"Thursday, Nov 4, 2021 2:37pm",8,Great,/reviews/shin-megami-tensei-v-review-the-end-of-the-world-as-we-know-it-and-i-feel-fine/1900-6417779/,17,21,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903067-6303379428-hero.jpg
Forza Horizon 5 Review - It's About Four-Wheeled Family,XBSX,"Thursday, Nov 4, 2021 6:56am",9,Superb,/reviews/forza-horizon-5-review-its-about-four-wheeled-family/1900-6417778/,138,61,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903016-1021715925-408b0.jpg
Riders Republic Review - National Lark,PC,"Wednesday, Nov 3, 2021 5:37pm",8,Great,/reviews/riders-republic-review-national-lark/1900-6417777/,16,10,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3903004-1.jpg
Voice Of Cards: The Isle Dragon Roars Review - Cards Against Humanity,NS,"Tuesday, Nov 2, 2021 12:40pm",8,Great,/reviews/voice-of-cards-the-isle-dragon-roars-review-cards-against-humanity/1900-6417775/,0,9,https://www.gamespot.com/a/uploads/screen_petite/1597/15971423/3902516-0653532626-ss_31.jpg
Unpacking Review - The Things We Carry,NS,"Friday, Oct 29, 2021 2:27pm",9,Superb,/reviews/unpacking-review-the-things-we-carry/1900-6417774/,27,22,https://www.gamespot.com/a/uploads/screen_petite/1595/15950357/3901123-unpacking_23.jpg
Mario Party Superstars Review - The Fault In Our Stars,NS,"Thursday, Oct 28, 2021 8:45am",6,Fair,/reviews/mario-party-superstars-review-the-fault-in-our-stars/1900-6417771/,69,35,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3900168-untitled-1.jpg
Unsighted Review - Counting The Seconds,XONE,"Wednesday, Oct 27, 2021 2:31pm",8,Great,/reviews/unsighted-review-counting-the-seconds/1900-6417773/,6,13,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3899656-untitled-1.jpg
The Good Life Review - Country House,"PC, PS4","Tuesday, Oct 26, 2021 10:47am",6,Fair,/reviews/the-good-life-review-country-house/1900-6417770/,6,12,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3898528-1.jpg
Hot Wheels Unleashed Review - Toybox Drift,XBSX,"Monday, Oct 25, 2021 9:42am",7,Good,/reviews/hot-wheels-unleashed-review-toybox-drift/1900-6417753/,23,8,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3886544-8299361594-hot-w.jpg
Alan Wake Remastered Review,"X360, PS5","Monday, Oct 25, 2021 9:41am",8,Great,/reviews/alan-wake-remastered-review/1900-6260843/,92,56,https://www.gamespot.com/a/uploads/screen_petite/mig/8/5/0/6/2098506-169_alan_wake_video_review_xbox360_050610.jpg
"Resident Evil 4 VR Review - A Selection Of Good Things, Stranger",OQ,"Friday, Oct 22, 2021 7:03pm",9,Superb,/reviews/resident-evil-4-vr-review-a-selection-of-good-things-stranger/1900-6417767/,74,27,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897759-0787019402-Resid.jpg
Marvel's Guardians Of The Galaxy Review - Shot Through The Heart,PS5,"Friday, Oct 22, 2021 6:48pm",7,Good,/reviews/marvels-guardians-of-the-galaxy-review-shot-through-the-heart/1900-6417764/,71,25,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3897478-guardians.jpg
The Dark Pictures Anthology: House Of Ashes Review - The Descent,PS5,"Friday, Oct 22, 2021 3:44pm",8,Great,/reviews/the-dark-pictures-anthology-house-of-ashes-review-the-descent/1900-6417766/,14,26,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897506-untitled-11.jpg
Rainbow Billy: The Curse Of The Leviathan Review - Rainbow Connection,PS4,"Thursday, Oct 21, 2021 4:02pm",8,Great,/reviews/rainbow-billy-the-curse-of-the-leviathan-review-rainbow-connection/1900-6417765/,4,11,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3897454-untitled-1.jpg
Outer Wilds: Echoes Of The Eye Review - Once More Into The Breach,PC,"Friday, Oct 15, 2021 11:07am",8,Great,/reviews/outer-wilds-echoes-of-the-eye-review-once-more-into-the-breach/1900-6417762/,4,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894990-untitled-1.jpg
Back 4 Blood Review - Reanimated,PS5,"Thursday, Oct 14, 2021 4:22pm",7,Good,/reviews/back-4-blood-review-reanimated/1900-6417761/,66,17,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894664-2720388461-dOdJh.jpg
"Nickelodeon All-Star Brawl Review - Better Than Bad, It's Good!",NS,"Thursday, Oct 14, 2021 2:24pm",7,Good,/reviews/nickelodeon-all-star-brawl-review-better-than-bad-its-good/1900-6417760/,3,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894631-4116418289-fVWvn.jpg
Tetris Effect: Connected Review,"XONE, XBSX","Wednesday, Oct 13, 2021 11:40am",9,Superb,/reviews/tetris-effect-connected-review/1900-6417618/,18,19,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3767212-tetrisec_graphic.jpg
Disco Elysium: The Final Cut Review - Pure Dynamite,PC,"Wednesday, Oct 13, 2021 11:34am",10,Essential,/reviews/disco-elysium-the-final-cut-review-pure-dynamite/1900-6417354/,252,383,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3597560-disco_2.jpg
Far Cry 6 Review - Less Than Revolutionary,PC,"Friday, Oct 8, 2021 12:54pm",7,Good,/reviews/far-cry-6-review-less-than-revolutionary/1900-6417758/,238,67,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3887765-untitled-1.jpg
Metroid Dread Review: Space Truckin',NS,"Tuesday, Oct 5, 2021 7:57pm",8,Great,/reviews/metroid-dread-review-space-truckin/1900-6417757/,70,28,https://www.gamespot.com/a/uploads/screen_petite/1595/15950357/3887711-metroid8.jpg
Jett: The Far Shore Review - Work The Plan,PS5,"Friday, Oct 1, 2021 11:53am",5,Mediocre,/reviews/jett-the-far-shore-review-work-the-plan/1900-6417755/,4,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3886664-jett_edgewallpaper_169nologo.png
Diablo II: Resurrected Review - Pile Of Old Bones,PC,"Wednesday, Sep 29, 2021 5:47pm",6,Fair,/reviews/diablo-ii-resurrected-review-pile-of-old-bones/1900-6417749/,315,54,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3885370-1533617687-3817097-8108835823-Eun8PStXEAkbO_r.jpg%253Alarge
